KR0008	􁀙
[豸*(色-巴+(帝-(立-一)))]	􅕅
[豸*(采-木+虫)]	􅖨
[豸*(非-(一*一))]	􂍲
[豸*修]	􁻖
[豸*兄]	􃪿
[豸*冘]	􄉚
[豸*口]	􂍛
[豸*寸]	􅨃
[豸*巢]	􂍾
[豸*帝]	􅨄
[豸*彴]	􅗋
[豸*殳]	􃣿
[豸*犬]	􄰱
[豸*生]	􂦉
[豸*童]	􂊁
[豸*虎]	􂐁
[豸*貴]	􃮅
[豸*隹]	􄮃
[貝*(└@米)]	􄖞
[貝*(七-(乏-之)+(土*七))]	􅙅
[貝*(京-口+日)]	􃘐
[貝*(入/米)]	􄞨
[貝*(出/大/(囗@(儿/口))/貝)]	􃾠
[貝*(危-(夗-夕)+巳)]	􃾍
[貝*(夾/貝)]	􃴷
[貝*(宜/八)]	􄏁
[貝*(戒-廾+步)]	􃪖
[貝*㝉]	􁺢
[貝*乎]	􄼕
[貝*乞]	􂬍
[貝*令]	􂬓
[貝*冗]	􄚔
[貝*含]	􅢦
[貝*呂]	􅗸
[貝*善]	􂎡
[貝*奈]	􂬀
[貝*婁]	􄞞
[貝*宛]	􅚡
[貝*寺]	􃚩
[貝*少]	􂧼
[貝*引]	􃶯
[貝*弟]	􄥋
[貝*忽]	􅠑
[貝*戊]	􂂓
[貝*支]	􄪴
[貝*殳]	􂊕
[貝*毛]	􄕱
[貝*爰]	􂦨
[貝*番]	􂉵
[貝*疋]	􃓬
[貝*眷]	􄤔
[貝*睿]	􃭖
[貝*系]	􃎇
[貝*葉]	􂆉
[貝*見]	􂁍
[貝*責]	􂮎
[貝*賈]	􅆞
[貝*賓]	􂈛
[貝*蹙]	􃫠
[貝*頁]	􄰖
[貞*欠]	􄕢
[負*負]	􅘋
[負-貝+((罩-卓+((巨-匚)@一)/?)*飛)]	􄦼
[負-貝+(罩-卓+((〡*日)/又))]	􃨗
[負/(負*負)]	􂅜
[貫*ㄆ]	􃸊
[貫*力]	􂻉
[責*(釆-十+〡)]	􅂄
[責*皮]	􅬷
[貰*見]	􅗦
[貴-目]	􅉹
[貴-貝+女]	􅯥
[貶-之+(足-口)]	􃼵
[賁-一+(同-(一/口))]	􅢧
[賁-貝+一]	􂖊
[賈*毛]	􂰠
[賏/(冗-几+鳥)]	􂲀
[賏/(几@(冰-水))]	􂺟
[賏/凡]	􂚞
[賏/心]	􂵍
[賏/正]	􃔋
[賒-示+未]	􂎌
[賒-示+米]	􂜜
[賚-(人*人)+(前-刖)]	􅠀
[賜-勿+月]	􃋋
[賡-(雪-雨)+臼]	􂻩
[賡-貝+口]	􃦘
[賡-貝+米]	􃽞
[賦-止+(二/貝)]	􂖽
[賴/虫]	􄶮
[賵-目+日]	􅝂
[賵-目+月]	􅢪
[贇-武+ㄆ]	􃋻
[贊*力]	􂂾
[贖-士+出]	􃻰
[赤*(栗-木+土)]	􂿠
[赤*包]	􅖺
[赤*尺]	􅟊
[赤*曷]	􅕜
[赤*殳]	􄯯
[赤/火]	􃨔
[赦/心]	􄘖
[赦/毛]	􅁻
[赦/牛]	􄷪
[赦/皿]	􃰪
[赴-土+(彰-章)]	􄆊
[起-巳+(侃-(仁-二))]	􃦿
[起-巳+(卑-(白-日))]	􃞝
[起-巳+(厂@(羊-三+二))]	􂞝
[起-巳+(序-予+干)]	􃚊
[起-巳+(彰-章)]	􂤮
[起-巳+(得-彳)]	􃁓
[起-巳+(甬-用+((巨-匚)@十))]	􅡰
[起-巳+(白-日+幵)]	􅡯
[起-巳+(素-糸+ㄆ)]	􅀹
[起-巳+(色-巴+又)]	􃬓
[起-巳+卷]	􄱘
[起-巳+名]	􅕧
[起-巳+喜]	􂜄
[起-巳+支]	􃕪
[起-巳+欶]	􃪹
[起-巳+毛]	􃧢
[起-巳+氐]	􅁮
[起-巳+耳]	􄍫
[起-巳+見]	􅚴
[起-巳+辛]	􃜉
[起-巳+頁]	􂱒
[赻-走+夌]	􃒐
[趄-土+夭]	􄅴
[趄-土+禾]	􄈱
[趒-土+禾]	􃾨
[趫-土+夭]	􃉜
[趬-土+夭]	􃾻
[足*耳]	􂂳
[足*雚]	􃍑
[足-口+(乏-之)]	􃪊
[足-口+(乞-乙)]	􃩴
[足-口+(彳-〡)]	􅠡
[跍-十+(巢-果)]	􅡭
[跍-十+土]	􃑕
[跍-十+水]	􂎆
[跎-匕+(一/少/貝)]	􂠬
[跎-匕+(尸/貝)]	􃢏
[跑-包+善]	􂁁
[路*鳥]	􃟑
[跲-口+ㄎ]	􂳲
[跳-兆+((工*又)/木)]	􄺥
[跳-兆+((歹*歹)/木)]	􄺹
[跳-兆+(?/(〡*日))]	􄘄
[跳-兆+(、廾、)]	􄳹
[跳-兆+(、廾、、)]	􅊁
[跳-兆+(、廾、、、)]	􅆛
[跳-兆+(〦/米)]	􅂗
[跳-兆+(ㄅ/一)]	􄪯
[跳-兆+(ㄆ/干)]	􄅯
[跳-兆+(ㄙ/貝)]	􅭚
[跳-兆+(不-〡+土)]	􃠉
[跳-兆+(乏-之+(犮-、))]	􂆰
[跳-兆+(乏-之+大)]	􄝬
[跳-兆+(乏-之+犬)]	􄍗
[跳-兆+(乏-之+犮)]	􂖁
[跳-兆+(乞-乙+小)]	􄢺
[跳-兆+(亶-旦+且)]	􂠿
[跳-兆+(企-止+米)]	􄝕
[跳-兆+(前-刖+(之-、))]	􄿢
[跳-兆+(十/田/寸)]	􄢱
[跳-兆+(千/兀)]	􃾽
[跳-兆+(午-十+上)]	􅈤
[跳-兆+(厂@(圭*(艮-日+口)))]	􅒀
[跳-兆+(厂@(幸*(艮-日+口)))]	􄖓
[跳-兆+(厂@黑)]	􄉪
[跳-兆+(參-(彰-章)+小)]	􄍋
[跳-兆+(叉-一)]	􃄲
[跳-兆+(口/└/大)]	􂿪
[跳-兆+(囗@卜)]	􅊃
[跳-兆+(夕*ㄗ)]	􂭿
[跳-兆+(夕*十)]	􃵏
[跳-兆+(夕/火)]	􃢨
[跳-兆+(外/曰)]	􄷲
[跳-兆+(尬-介+羽)]	􄺼
[跳-兆+(尸@句)]	􅗠
[跳-兆+(尸@禹)]	􄊫
[跳-兆+(巢-果+歹)]	􄳳
[跳-兆+(庴-日+(ㄙ*ㄙ))]	􅋜
[跳-兆+(弓/心)]	􄦁
[跳-兆+(彖-(彖-豕)+(┐@一))]	􄲷
[跳-兆+(彳*昔)]	􅅧
[跳-兆+(戀-心+火)]	􂳏
[跳-兆+(戚/且)]	􂋗
[跳-兆+(扃-戶+右)]	􃞏
[跳-兆+(打-丁+(匙-匕+寸))]	􂟝
[跳-兆+(敖-十+土)]	􄂓
[跳-兆+(敲-高)]	􄟸
[跳-兆+(桀-夕+(舛-夕))]	􃭵
[跳-兆+(梳-木-、)]	􄍉
[跳-兆+(歷-秝+林)]	􃵱
[跳-兆+(殤-歹)]	􄦆
[跳-兆+(烈-列+夕)]	􅡬
[跳-兆+(焰-火)-臼+(〡*日)]	􄴇
[跳-兆+(焰-火)/食]	􄧃
[跳-兆+(焰-火)]	􂕦
[跳-兆+(田/(歹*寸))]	􂞳
[跳-兆+(田/太)]	􂞸
[跳-兆+(畚-田+水)]	􃆂
[跳-兆+(癹-殳+禾)]	􄵃
[跳-兆+(白-日+(田/廾))]	􄂆
[跳-兆+(目/大)]	􅮫
[跳-兆+(目/心)]	􄓐
[跳-兆+(綴-糸)]	􄶒
[跳-兆+(脊-月+貝)]	􂟣
[跳-兆+(色-巴+(〡*日))]	􄧻
[跳-兆+(虒-虎+((白-日)/一/巾))]	􂐚
[跳-兆+(辟-辛+(〦/羊))]	􅋯
[跳-兆+(鐵-金)]	􃅼
[跳-兆+(面/旦)]	􄟙
[跳-兆+(韱-(人*人)+十)]	􅜈
[跳-兆+ㄆ]	􂟓
[跳-兆+丘]	􅟲
[跳-兆+九]	􃣘
[跳-兆+亶]	􃗽
[跳-兆+仚]	􃕑
[跳-兆+代]	􂮪
[跳-兆+來]	􅚈
[跳-兆+侯]	􄢊
[跳-兆+俱]	􂞹
[跳-兆+冓]	􄆞
[跳-兆+几]	􃓰
[跳-兆+刖]	􃪕
[跳-兆+利]	􂟩
[跳-兆+勃]	􃀑
[跳-兆+匍]	􂆓
[跳-兆+匐]	􄭃
[跳-兆+升]	􅌵
[跳-兆+參]	􂈃
[跳-兆+友]	􂎉
[跳-兆+名]	􃮵
[跳-兆+呂]	􂋪
[跳-兆+善]	􂏢
[跳-兆+國]	􅮃
[跳-兆+坒]	􃮺
[跳-兆+夏]	􅅏
[跳-兆+大]	􄐴
[跳-兆+夭]	􄌘
[跳-兆+奄]	􄞺
[跳-兆+奈]	􂤿
[跳-兆+奢]	􃚎
[跳-兆+尃]	􂊄
[跳-兆+專]	􂆔
[跳-兆+尤]	􃼈
[跳-兆+左]	􂸅
[跳-兆+巽]	􄯩
[跳-兆+庚]	􅮮
[跳-兆+庸]	􂓡
[跳-兆+弇]	􄈲
[跳-兆+心]	􄔅
[跳-兆+戉]	􅌶
[跳-兆+戊]	􃵐
[跳-兆+截]	􅍪
[跳-兆+挈]	􃂫
[跳-兆+星]	􂠣
[跳-兆+東]	􂗶
[跳-兆+桼]	􅍈
[跳-兆+梨]	􂟢
[跳-兆+欣]	􅟶
[跳-兆+歇]	􃗒
[跳-兆+正]	􅕳
[跳-兆+氏]	􅡫
[跳-兆+永]	􂥘
[跳-兆+洛]	􄥓
[跳-兆+爭]	􃅬
[跳-兆+爰]	􂨿
[跳-兆+牙]	􄥾
[跳-兆+生]	􂨐
[跳-兆+甹]	􂨇
[跳-兆+疑]	􄆖
[跳-兆+目]	􂳀
[跳-兆+祭]	􄪐
[跳-兆+筮]	􄰪
[跳-兆+箕]	􅝥
[跳-兆+縛]	􄤍
[跳-兆+縱]	􄼬
[跳-兆+羅]	􄞪
[跳-兆+耒]	􅡩
[跳-兆+舜]	􂸎
[跳-兆+苻]	􄰏
[跳-兆+荼]	􂦔
[跳-兆+莮]	􂦭
[跳-兆+落]	􄝳
[跳-兆+蔡]	􂓓
[跳-兆+見]	􃖫
[跳-兆+豆]	􅔔
[跳-兆+象]	􅄔
[跳-兆+賓]	􃙚
[跳-兆+邊]	􃙸
[跳-兆+鄧]	􃚌
[跳-兆+降]	􂻪
[跳-兆+雍]	􄱓
[跳-兆+雽]	􃼋
[跳-兆+青]	􂴳
[跳-兆+音]	􂎲
[跳-兆+頻]	􄑜
[跳-兆+養]	􃺦
[跳-兆+鬲]	􂭖
[跳-兆+黃]	􄽼
[跿-土+((甬-用)-、)]	􃶤
[踏-日+田]	􃩑
[踕-┴+山]	􃴴
[踞-古+?]	􂿶
[踢-勿+月]	􃮹
[踢-易+本]	􄧠
[踦-可+干]	􅃔
[踧-叔+(、廾、、、、)]	􄡤
[踮-占+千]	􃝾
[踳-日+(〡*日)]	􅜗
[蹄-(立-一)+(色-巴)]	􄳽
[蹋-日+(大/口)]	􅡪
[蹋-日+(罩-卓)]	􄑌
[蹎*頁]	􁶃
[蹗-比+(人*人)]	􂢫
[蹟-止+十]	􄫶
[蹤/耳]	􅝯
[蹯-釆+千]	􃈥
[蹲-酋+(十/田)]	􄋻
[蹲-酋+(大/田)]	􂟜
[蹲-酋+俱]	􂟕
[躁-木+尒]	􄲜
[躝-柬+(羊-干+十)]	􃶚
[躪-閵+厄]	􄇻
[身*((白-日)/(狦-(狂-王)))]	􅝇
[身*(ㄙ/几)]	􃜡
[身*(中/又)]	􄖇
[身*(丹-、+十)]	􅫼
[身*(乏-之+夫)]	􃦞
[身*(人/人)]	􄦊
[身*(佘-示+未)]	􄽇
[身*(公/儿)]	􄲐
[身*(召-刀+(前-刖))]	􅚑
[身*(尤-尢+曳)]	􂝞
[身*(廷-壬+手)]	􃙙
[身*(狦-(狂-王))]	􅏑
[身*(琛-王)]	􅞣
[身*(白-日+(丹-、+十))]	􅚐
[身*(白-日+(冉-土+＝))]	􅝾
[身*(白-日+(狦-(狂-王)))]	􅚖
[身*(秦-禾)]	􄀦
[身*(米/田)]	􄕘
[身*也]	􅞞
[身*亢]	􄊽
[身*亥]	􅈣
[身*令]	􅝫
[身*僉]	􂔆
[身*光]	􅔹
[身*冊]	􅃪
[身*几]	􅉛
[身*力]	􃌕
[身*勾]	􂙅
[身*匡]	􂤢
[身*參]	􅎑
[身*司]	􂄭
[身*垂]	􄓁
[身*延]	􃚻
[身*忽]	􅀤
[身*既]	􂧟
[身*會]	􃹒
[身*樂]	􂒣
[身*殳]	􃴬
[身*毛]	􄯡
[身*火]	􄍻
[身*瓦]	􂨖
[身*矣]	􄦿
[身*秦]	􅉧
[身*義]	􄃪
[身*臧]	􄄺
[身*舌]	􅜆
[身*舟]	􄡭
[身*血]	􅛭
[身*親]	􅐪
[身*赤]	􃁥
[身*身]	􂮌
[身*辰]	􄤲
[身*農]	􃁻
[身*遺]	􄕸
[身*隹]	􃛫
[車*((匚@(舉-與))/皿)]	􃚼
[車*(乏-之+友)]	􂖐
[車*(乞-乙+(丹-、+十))]	􅜒
[車*(冗-几+且)]	􂋺
[車*(又/糸)]	􄬢
[車*(口/└/月)]	􄍅
[車*(口/又/糸)]	􄲻
[車*(同-(一/口)+又)]	􂕮
[車*(囗@乂)]	􃩇
[車*(囗@又)]	􃸄
[車*(尸@免)]	􃹛
[車*(年-(乞-乙)+?)]	􂧏
[車*(廿/用)]	􃽢
[車*(田/廾)]	􅡹
[車*(百-日+几)]	􅎚
[車*(而/火)]	􄍳
[車*(虫/月)]	􂇫
[車*(覃-日+田)]	􃹰
[車*(貴-貝+回)]	􃔿
[車*(鬲-┬+干)]	􃓅
[車*(魚-(烈-列)+大)*亍]	􄼃
[車*丸]	􂅌
[車*冉]	􃹟
[車*參]	􂄯
[車*友]	􄓰
[車*含]	􄩉
[車*吾]	􅃧
[車*囷]	􂵞
[車*夭]	􄎬
[車*夸]	􂏫
[車*奔]	􂎶
[車*奚]	􃫤
[車*差]	􂚩
[車*巳]	􄩦
[車*弁]	􅞩
[車*念]	􂈮
[車*急]	􃗯
[車*旁]	􄓶
[車*昔]	􂕓
[車*更]	􂫹
[車*毘]	􂴛
[車*火]	􄋟
[車*爪]	􅋵
[車*爾]	􃿁
[車*犬]	􁉨
[車*狂]	􃚜
[車*用]	􃙨
[車*申]	􄰥
[車*癸]	􃿙
[車*登]	􄪣
[車*發]	􂘱
[車*益]	􄓈
[車*管]	􂢶
[車*耳*ㄑ]	􅠛
[車*聶]	􄺟
[車*胃]	􂘰
[車*與]	􂀌
[車*莫]	􂀍
[車*貢]	􄒋
[車*貴]	􃚰
[車*質]	􅅰
[車*身]	􄜾
[車*辰]	􄷻
[車*長]	􃸶
[車*閏]	􂓞
[車*集]	􂪦
[車*霝]	􃛖
[車*麃]	􃁞
[車*齒]	􂛂
[車/(幻-ㄠ)]	􃹻
[軍*ㄆ]	􃙾
[軍*豕]	􅣱
[軍*豖]	􃆜
[軏-儿+几]	􂋨
[軗/口]	􃑺
[軗/日]	􅡷
[軗/足]	􃧥
[軶-乙+(冏-口+ㄒ)]	􃽑
[較-父+眾]	􃎥
[載-車+早]	􄒞
[輒-車+言]	􂃚
[輪/金]	􂞰
[輯-耳+面]	􄈹
[輻-田+冏]	􂆽
[輿-車+水]	􄴥
[轝-車+(一/(里-┴))]	􄾑
[轡-口+匕]	􅪀
[轡-口+吉]	􅟻
[轡-口+山]	􃴅
[轡-口+日]	􃤼
[轡-口+止]	􃞕
[辛*戈]	􄷦
[辛/干]	􂩟
[辟*烏]	􃠏
[辟-口+吉]	􄌦
[辟-口+月]	􂕶
[辟-口+肉]	􃮣
[辟-辛+(這-言+辛)]	􄵙
[辟-辛+力]	􃴚
[辟-辛+戈]	􂫿
[辟/(言*壬)]	􅟠
[辟/一/尢]	􂲕
[辟/井]	􃘤
[辟/夕]	􃑵
[辟/并]	􃕌
[辟/牛]	􂄓
[辟/王]	􂿃
[辟/虫]	􅮂
[辣-束+庚]	􁽯
[辦-力+歹]	􅭬
[辭-辛+寸]	􃥽
[辰/目]	􃎈
[辰/肉]	􃤽
[辱*亢]	􃍭
[辱-(厂-一)+((病-丙)-〦)]	􃺋
[辶*冋]	􁻲
[辶*宦]	􂄁
[辶*𡿺]	􂂍
[迄-乙+品]	􂊲
[迄-乙+小]	􂕘
[迋-土+(臾-臼+曰)]	􂋰
[迋-土+非]	􃎤
[迍-〦+山]	􄊅
[迎-ㄗ+乙]	􅡴
[迡-匕+(二*〡*〡*二)]	􂮉
[迡-匕+(羊-十)]	􃝥
[迡-匕+也]	􅟁
[迡-匕+雨]	􂿸
[迾-歹+((餐-食)-又)]	􄄏
[适-古+畜]	􂮆
[逅-(一/口)+(上/一/巾)]	􅕚
[逅-口+(一/巾)]	􅄒
[逅-口+(了-(丁-一)+巾)]	􃀓
[逍-月+回]	􅕦
[逖-火+木]	􄃅
[這-言+((土/羊)*欠)]	􃮻
[這-言+((帝-(立-一)+(彰-章-(白-日))))]	􄳥
[這-言+((彰-章-(必-心))/(后-口+巾))]	􅊳
[這-言+((看-目)*月)]	􅛛
[這-言+((立-〦)/木)]	􃍣
[這-言+((美-王-大)/(尸@巾))]	􂉉
[這-言+((美-王-大)/(序-予+(一/巾)))]	􅀩
[這-言+((美-王-大)/口)]	􂉈
[這-言+(?/(帝-(立-一)))]	􄙠
[這-言+(?/匆)]	􃫛
[這-言+(?/巾)]	􄣸
[這-言+(?/晏)]	􂓴
[這-言+(ㄆ/言)]	􄖾
[這-言+(一/(心-(白-日)))]	􄺈
[這-言+(一/ㄙ)]	􂉜
[這-言+(乏-之+山)]	􄗁
[這-言+(仁-二+品)]	􃕒
[這-言+(企-止+束)]	􃹏
[這-言+(保-木+口)]	􃴼
[這-言+(兀/取)]	􄄷
[這-言+(前-刖+羊)]	􄕗
[這-言+(加/寸)]	􂟠
[這-言+(卄/(庴-日+(人*人)))]	􄦽
[這-言+(卄/(恙-心))]	􄵲
[這-言+(卄/手)]	􂇪
[這-言+(占@口)]	􃍋
[這-言+(危-(厄-厂)+(一/巾))]	􄢓
[這-言+(危-(厄-厂)+市)]	􅚱
[這-言+(危-(夗-夕)+巾)]	􄟱
[這-言+(厂@市)]	􄿯
[這-言+(厂@火)]	􂮧
[這-言+(厂@若)]	􂑖
[這-言+(口*庶)]	􂯝
[這-言+(土/隹)]	􄨄
[這-言+(坐-土+(一/廾))]	􃰌
[這-言+(夆-丰+言)]	􄰔
[這-言+(大/隹)]	􃑙
[這-言+(大@于)]	􅏗
[這-言+(央/巳)]	􅅍
[這-言+(奄-大)]	􅟽
[這-言+(妻-女+(木-〦))]	􃫵
[這-言+(妻-女+人)]	􃓚
[這-言+(妻-女+十)]	􃮸
[這-言+(婬-女)]	􅡶
[這-言+(島-山+又)]	􅃨
[這-言+(巢-果+(百-日+目))]	􄻞
[這-言+(幸*(敲-高))]	􃘃
[這-言+(序-予+(夆-一))]	􄛞
[這-言+(序-予+(玉-王+丰))]	􃀜
[這-言+(彥-文+(立-一))]	􃿔
[這-言+(手*頁)]	􃻅
[這-言+(日/匆)]	􄄪
[這-言+(栗-木+合)]	􃬖
[這-言+(栗-木+土)]	􂘩
[這-言+(栗-木+隹)]	􄓘
[這-言+(正*巳)]	􅋳
[這-言+(正*毛)]	􄛳
[這-言+(烈-列+(夕-、))]	􅁾
[這-言+(烈-列+夕)]	􄏇
[這-言+(珍-王)]	􂹚
[這-言+(由/日)]	􄂡
[這-言+(疌-人)]	􃡐
[這-言+(白-日+(虎-儿+巾))]	􃣪
[這-言+(白/(人*人))]	􅍋
[這-言+(皮-(〡/又)+(王/匆))]	􃔃
[這-言+(矛/(同-一))]	􅡵
[這-言+(禾*(夕/炎))]	􄃴
[這-言+(竺-二+正)]	􅍻
[這-言+(筐-匚)]	􅡲
[這-言+(米*斤)]	􄨝
[這-言+(素-糸+ㄆ)]	􅡳
[這-言+(羊-三+二)]	􄴗
[這-言+(脩-(仁-二)+彳)]	􄊤
[這-言+(色-巴+(冗-几+巾))]	􄋪
[這-言+(色-巴+(帝-(立-一)))]	􄛖
[這-言+(色-巴+巾)]	􄨪
[這-言+(虎-儿+几)]	􂐹
[這-言+(蝷-虫)]	􃹌
[這-言+(血/(豕-一))]	􂉌
[這-言+(豕-一+(罩-卓))]	􄅖
[這-言+(跳-兆+自)]	􂟤
[這-言+(雨/(百-日+ㄎ))]	􅊮
[這-言+(雨/王)]	􅎹
[這-言+(首-自+小)]	􃤕
[這-言+(高-口+力)]	􄞉
[這-言+下]	􅐔
[這-言+丘]	􄨽
[這-言+保]	􃔖
[這-言+冀]	􅞹
[這-言+几]	􄛵
[這-言+分]	􅬸
[這-言+匿]	􂱨
[這-言+十]	􂨱
[這-言+卑]	􂡁
[這-言+卒]	􅟳
[這-言+即]	􂖯
[這-言+又]	􂨭
[這-言+叟]	􅀷
[這-言+喿]	􃰘
[這-言+囉]	􂉼
[這-言+坐]	􂏂
[這-言+夌]	􂮕
[這-言+奴]	􂜾
[這-言+宗]	􂖜
[這-言+家]	􄮮
[這-言+尺]	􅞜
[這-言+市]	􄫱
[這-言+希]	􂊰
[這-言+庚]	􅞎
[這-言+念]	􂠦
[這-言+才]	􅎪
[這-言+推]	􄬗
[這-言+敗]	􂮇
[這-言+敦]	􂊗
[這-言+日]	􅧚
[這-言+智]	􂟔
[這-言+木]	􅏋
[這-言+朱]	􅡱
[這-言+栗]	􄩚
[這-言+無]	􄎪
[這-言+爰]	􂗫
[這-言+狠]	􄝄
[這-言+看]	􅐩
[這-言+稟]	􅞺
[這-言+突]	􃶿
[這-言+筴]	􂧕
[這-言+罪]	􄌿
[這-言+羼]	􂔣
[這-言+脩]	􄊧
[這-言+舜]	􅏻
[這-言+苑]	􃊼
[這-言+苲]	􅜓
[這-言+菲]	􂥓
[這-言+蔕]	􃗺
[這-言+蜀]	􂈰
[這-言+袞]	􂻇
[這-言+貰]	􅅌
[這-言+賁]	􅞅
[這-言+赤]	􃍠
[這-言+陏]	􄒙
[這-言+雩]	􅟈
[這-言+鳥]	􄣜
[造/火]	􃁼
[逢-丰+言]	􄕭
[連-車+(彰-章+巾)]	􄲫
[逯-(彖-豕)+(┐@一)]	􄒴
[逯-(彖-豕)+土]	􅇨
[逼-田+(扁-戶)]	􄪈
[逽-右+(氏、)]	􅕸
[逽-右+(衣-〦)]	􄋰
[遄-而+二]	􂣰
[遇-田+白]	􄦨
[遇/心]	􅂕
[遑-王+(一/寸)]	􅁯
[道-自+(万-一)]	􂏴
[道/木]	􄣀
[達*也]	􂞂
[遛-(留-刀-田)-刀+(口*口)]	􄟆
[遞-虎+(?/巾)]	􃩧
[遞-虎+(十/((巨-匚)@〡)/巾)]	􃮈
[遞-虎+(土/巾)]	􃉪
[遢-羽+(人*人)]	􅎦
[遨-ㄆ+毛]	􃤧
[適-十]	􅗮
[遫-束+豸]	􃐭
[遯-豚+體]	􁾌
[遳-人+口]	􄎫
[遼-(日/小)+干]	􅖿
[遽-豕+(一/巾)]	􃬞
[遾-巫+手]	􃐝
[邁-禺+(口/口)]	􂨌
[邁-禺+(庴-日+(人*人))]	􂦩
[邁-禺+(面-(百-日))]	􄝸
[邁-禺+主]	􂦽
[邁-禺+冓]	􃵙
[邁-禺+壬]	􃮤
[邃-穴+竹]	􂃕
[邑*出*邑]	􃦠
[邠-八+日]	􃽱
[那-(邱-丘)+刃]	􂌹
[邪/心]	􂮳
[邪/正]	􅠄
[邱-丘+(((卄*十)/一)/(冉-二+＝))]	􅒭
[邱-丘+(((巨-匚)@一)/((巨-匚)@一))]	􅋮
[邱-丘+(((巨-匚)@十)/((巨-匚)@十))]	􅧃
[邱-丘+((前-刖)/((巨-匚)@十))]	􅐡
[邱-丘+((夕*又)/貝)]	􅎻
[邱-丘+(〦/中/文)]	􂈸
[邱-丘+(一/ㄠ)]	􃢞
[邱-丘+(万-一+口)]	􂌸
[邱-丘+(且/(┘@一))]	􅧁
[邱-丘+(丹-、+一)]	􄗸
[邱-丘+(乏-之+ㄠ)]	􃒃
[邱-丘+(互-口+一)]	􅐾
[邱-丘+(冉-土+(┴/十))]	􄖺
[邱-丘+(前-刖+((巨-匚)@十))]	􅎳
[邱-丘+(卯/亞)]	􂆾
[邱-丘+(厂@(肱-月))]	􄹿
[邱-丘+(厂@墨)]	􃍇
[邱-丘+(叉-一)]	􅦿
[邱-丘+(右/刃)]	􅐃
[邱-丘+(夕/鹿)]	􃑂
[邱-丘+(夸-ㄅ+(万-一))]	􂌨
[邱-丘+(孝-子+巾)]	􄦺
[邱-丘+(尸@禹)]	􅧀
[邱-丘+(序-予+墨)]	􃍂
[邱-丘+(序-予+里)]	􅦾
[邱-丘+(彳*(去/木))]	􅜫
[邱-丘+(敲-高)]	􄂇
[邱-丘+(文/巾)]	􄧪
[邱-丘+(日/((巨-匚)@一))]	􅧂
[邱-丘+(月*(去/月))]	􄮭
[邱-丘+(木/尒)]	􃭤
[邱-丘+(正/力)]	􄩃
[邱-丘+(甬-用+((巨-匚)@十))]	􄰘
[邱-丘+(百-日+ㄎ)]	􅚵
[邱-丘+(百-日+皿)]	􅋕
[邱-丘+(看-目)]	􂕙
[邱-丘+(雪-雨+(雪-雨))]	􅎁
[邱-丘+(骨-「+人)]	􃼂
[邱-丘+伯]	􂡲
[邱-丘+匠]	􂨋
[邱-丘+口]	􄿹
[邱-丘+吝]	􃉯
[邱-丘+多]	􄰇
[邱-丘+季]	􄆳
[邱-丘+日]	􃲔
[邱-丘+村]	􂵌
[邱-丘+汐]	􃆅
[邱-丘+浡]	􄀷
[邱-丘+牟]	􃈫
[邱-丘+玄]	􃣫
[邱-丘+王]	􂌷
[邱-丘+瓜]	􅔱
[邱-丘+禾]	􄮌
[邱-丘+立]	􄟫
[邱-丘+米]	􅝷
[邱-丘+覃]	􁌁
[邱-丘+言]	􂏖
[邵-刀+尸]	􃱍
[邸-氏+刃]	􄈀
[郃-一+土]	􅭂
[郃-口+一]	􃤺
[郫-卑+((白-日+田)/廾)]	􂲋
[鄀-右+?]	􄇏
[鄄-西+己]	􃰉
[鄉-郎+亥]	􃯗
[鄉/占]	􄉥
[鄉/曲]	􄇴
[鄖-口+(夕*巳)]	􃌮
[鄖-口+刀]	􂲪
[鄮-貝+亞]	􂻡
[鄲-(口*口)]	􃋆
[酉*(((巨-匚)@一)/(企-止+水))]	􃮿
[酉*((白-日+田)/廾)]	􂧘
[酉*(、廾)]	􄠮
[酉*(、廾、)]	􄎵
[酉*(ㄊ/皿)]	􄒱
[酉*(三/皿)]	􄤠
[酉*(又/手)]	􃓫
[酉*(口/└/月)]	􅝠
[酉*(囗@ㄨ)]	􃿗
[酉*(夾-(人*人)+(前-刖))]	􄏃
[酉*(扃-戶+右)]	􄍕
[酉*(穴/(午/止))]	􅢫
[酉*(蓋-去+太)]	􂩝
[酉*(虍-七+(一/(匚@一)/(乳-孚)))]	􂣙
[酉*(雪-雨+(雪-雨))]	􄉬
[酉*亢]	􃞄
[酉*伐]	􅌙
[酉*俞]	􄞜
[酉*元]	􅢬
[酉*光]	􅔷
[酉*冗]	􃣅
[酉*勾]	􂺕
[酉*升]	􄹘
[酉*右]	􂾞
[酉*吾]	􂋇
[酉*喿]	􁿫
[酉*因]	􁼘
[酉*夕]	􂨻
[酉*外]	􅚠
[酉*多]	􂟺
[酉*妾]	􂍎
[酉*宅]	􂹎
[酉*尊]	􄅡
[酉*屯]	􅌁
[酉*帝]	􃖵
[酉*康]	􂺎
[酉*弟]	􄏠
[酉*或]	􄢯
[酉*本]	􄓗
[酉*業]	􃜼
[酉*歲]	􃸛
[酉*爰]	􂥖
[酉*犬]	􄨡
[酉*玄]	􄔝
[酉*瓜]	􅅚
[酉*皆]	􄅋
[酉*皇]	􄢮
[酉*盆]	􂨧
[酉*羽]	􂞚
[酉*荖]	􃓽
